doc_id,datetime,text,media,alt_text,likes,reposts,replies,username,handle,user_description,user_image,user_followers,commented_post,sponsored,target,condition,sequence
227,05.04.26 08:04,An investment in knowledge always pays the best interest. - Benjamin Franklin,,,32,10,2,Great Minds Quotes,GreatestQuotes,"A collection of quotes that will challenge, motivate and inspire you. Compiled by Sinéad Duffy",https://i.ibb.co/mCJ2Yymb/Great-Minds-Quotes-logo.png,3800000,0,0,,NCDLL,4
228,05.04.26 08:04,"Today's #RecordOfTheDay Record is ""Tell Me"" by Louis Oliver  https://bit.ly/4qbYvy0",https://i.ibb.co/G3ng37Rt/Record-of-the-Day-post-1.jpg,,0,0,0,Record of the Day,RecordOfTheDay,In tune. Informed. Indispensable. Essential music industry news and a future hit every day. Take a free trial to discover more.,https://i.ibb.co/7NCgdGRC/Record-of-the-Day-logo.jpg,24700,0,0,,NCDLL,5
229,05.04.26 08:05,Get ready for a flavor-filled cooking adventure at one of our many locations nationwide! Reserve your spot for an activity full of excitement.,https://i.ibb.co/fdV3f2BC/RS-Neutral-ad-1.jpg,,745,89,34,Eventsy,Eventsy,For all your events,https://i.ibb.co/twtsThHs/Brand-1-Eventsy-logo.png,126000,0,1,,NCDLL,6
230,05.04.26 08:06,What's the most underrated food city?,,,10,4,9,Tripadvisor,Tripadvisor,"Whatever trip you’re planning, we’ve been there.",https://i.ibb.co/PspKB3MJ/Tripadvisor-logo.jpg,3000000,0,0,,NCDLL,7
231,05.04.26 08:06,This dog just gave birth to 9 puppies. This is her proud face. Please send her your love. ❤️,https://i.ibb.co/j97MVhMy/Tweets-of-Dogs-post-1.jpg,,1300,105,121,Tweets of Dogs,TweeetsOfDogs,"Welcome to the ""Tweets of Dogs"" This is a place to share your animal love!",https://i.ibb.co/yBV4YwR6/Tweets-of-Dogs-logo.jpg,152800,0,0,,NCDLL,8
232,05.04.26 08:02,"In this image from our archive, winter creates a landscape of frosty perfection in the High Peaks region of Adirondack Park, New York.",https://i.ibb.co/Vpc03G2f/National-Geographic-post-2.jpg,,538,100,23,National Geographic,NatGeo,Inspiring the explorer in everyone 🌎,https://i.ibb.co/rKDyYRmM/National-Geographic-logo.jpg,27600000,0,0,,NCDHL,1
233,05.04.26 08:03,Garlic Parmesan Shrimp Bake 🍤,https://i.ibb.co/JW0PF3Wy/Food-Pleaser-post-2.jpg,,630,73,14,Food Pleaser,FoodPleaser,"Pleaser of the Palate. Food photos & videos, restaurants, recipes, and more. DM for credit/removal. Subscribe for Weekly Recipes. Advertise here? link in bio 🤝",https://i.ibb.co/1GrtDKm7/Food-Pleaser-logo.jpg,1500000,0,0,,NCDHL,2
234,05.04.26 08:03,"BREAKING: French elementary school teacher arrested in child abuse probe after multiple hospitalizations, French officials say.",https://i.ibb.co/MFRr34r/RS-Child-1.jpg,,1300,105,121,Reuters,Reuters,"Top and breaking news, pictures and videos from Reuters. For breaking business news, follow @ReutersBiz. Our daily podcast is here: http://rwn.app.link/social",https://i.ibb.co/V001V6dq/Reuters.jpg,25700000,0,0,,NCDHL,3
235,05.04.26 08:04,An investment in knowledge always pays the best interest. - Benjamin Franklin,,,32,10,2,Great Minds Quotes,GreatestQuotes,"A collection of quotes that will challenge, motivate and inspire you. Compiled by Sinéad Duffy",https://i.ibb.co/mCJ2Yymb/Great-Minds-Quotes-logo.png,3800000,0,0,,NCDHL,4
236,05.04.26 08:04,"Today's #RecordOfTheDay Record is ""Tell Me"" by Louis Oliver  https://bit.ly/4qbYvy0",https://i.ibb.co/G3ng37Rt/Record-of-the-Day-post-1.jpg,,0,0,0,Record of the Day,RecordOfTheDay,In tune. Informed. Indispensable. Essential music industry news and a future hit every day. Take a free trial to discover more.,https://i.ibb.co/7NCgdGRC/Record-of-the-Day-logo.jpg,24700,0,0,,NCDHL,5
237,05.04.26 08:05,Get ready for a flavor-filled cooking adventure at one of our many locations nationwide! Reserve your spot for an activity full of excitement.,https://i.ibb.co/fdV3f2BC/RS-Neutral-ad-1.jpg,,745,89,34,Eventsy,Eventsy,For all your events,https://i.ibb.co/twtsThHs/Brand-1-Eventsy-logo.png,126000,0,1,,NCDHL,6
238,05.04.26 08:06,What's the most underrated food city?,,,10,4,9,Tripadvisor,Tripadvisor,"Whatever trip you’re planning, we’ve been there.",https://i.ibb.co/PspKB3MJ/Tripadvisor-logo.jpg,3000000,0,0,,NCDHL,7
239,05.04.26 08:06,This dog just gave birth to 9 puppies. This is her proud face. Please send her your love. ❤️,https://i.ibb.co/j97MVhMy/Tweets-of-Dogs-post-1.jpg,,1300,105,121,Tweets of Dogs,TweeetsOfDogs,"Welcome to the ""Tweets of Dogs"" This is a place to share your animal love!",https://i.ibb.co/yBV4YwR6/Tweets-of-Dogs-logo.jpg,152800,0,0,,NCDHL,8
